annata,fascicolo,provincia,citta,indicizzata
10/11,Udine,Udine,Cividale del Friuli,sì
10/11,Udine,Udine,Codroipo,sì
10/11,Udine,Udine,Lignano Sabbiadoro,sì
10/11,Udine,Udine,Manzano,sì
10/11,Udine,Udine,Tavagnacco,sì
10/11,Udine,Udine,Tolmezzo,sì
11/12,Gorizia - Trieste,Gorizia,GORIZIA,sì
11/12,Gorizia - Trieste,Gorizia,Monfalcone,sì
11/12,Gorizia - Trieste,Trieste,TRIESTE,sì
14/15,Gorizia - Trieste,Gorizia,GORIZIA,sì
14/15,Gorizia - Trieste,Gorizia,Monfalcone,sì
14/15,Gorizia - Trieste,Gorizia,Cormons,sì
14/15,Gorizia - Trieste,Trieste,TRIESTE,sì
