annata,fascicolo,provincia,citta,indicizzata
09/10,Roma,Roma,Fiumicino,sì
09/10,Roma,Roma,Fregene,sì
09/10,Roma,Roma,Ostia,sì
10/11,Roma,Roma,Roma,sì
10/11,Roma,Roma,Ciampino,sì
10/11,Roma,Roma,Fiumicino,sì
10/11,Roma,Roma,Fregene,sì
10/11,Roma,Roma,Ostia,sì
11/12,Roma,Roma,Roma,sì
11/12,Roma,Roma,Ostia,no
12/13,Roma,Roma,Roma,sì
12/13,Roma,Roma,Ostia,sì
12/13,Roma,Roma,Ciampino,sì
13/14,Roma,Roma,Roma,sì
13/14,Roma,Roma,Ostia,sì
14/15,Roma,Roma,Roma,sì
14/15,Roma,Roma,Ostia,sì
14/15,Roma,Roma,Ciampino,sì
14/15,Roma,Roma,Fiumicino,sì
14/15,Roma,Roma,Fregene,sì
